Employee ID,Employee Name,Gender,Age,Department,Job Role,Hire Date,Employment Status,Resignation Date,Education Level,Region,Monthly Salary,Bonus,Performance Score,Overtime Hours,Attendance Rate (%),Years at Company,Job Satisfaction
EMP001082,Employee_1082,Male,24,Sales,Sales Manager,2018-11-25,Active,,Bachelor,Bandung,22968314,3970056,4.82,39,83.68,7.1,3
EMP001083,Employee_1083,Female,46,Operatons,Software Engineer,2024-04-08,Active,,Diploma,Bandung,6843999,2133607,3.67,24,75.0,1.7,4
EMP001084,Employee_1084,Male,45,Logistics,Supply Chain Analyst,2018-10-01,Active,,Diploma,Surabaya,22492162,7492781,2.81,40,90.89,7.3,3
EMP001085,Employee_1085,Male,44,IT,Data Analyst,2019-12-22,Active,,High School,Surabaya,23115364,2993344,3.19,0,73.55,6.0,4
EMP001086,Employee_1086,Male,38,Sales,Sales Executive,2023-02-19,Active,,Master,Surabaya,24758442,7462721,4.75,21,79.61,2.9,1
EMP001087,Employee_1087,Male,21,Logistics,Warehouse Staff,2023-05-28,Resigned,2025-03-08,Bachelor,Surabaya,17281125,378868,2.81,40,88.2,2.6,3
EMP001088,Employee_1088,Female,53,Marketing,Marketing Executive,2018-07-19,Active,,High School,Medan,7209619,9241444,4.09,9,91.33,7.5,4
EMP001089,Employee_1089,Male,30,Finance,Financial Analyst,2022-11-15,Active,,High School,Medan,28099660,7846252,3.89,51,82.11,3.1,2
EMP001090,Employee_1090,Male,35,HR,HR Staff,2024-09-30,Active,,High School,Jakarta,28796817,9144084,4.88,36,77.0,1.3,5
EMP001091,Employee_1091,Male,43,Finance,Financial Analyst,2022-08-24,Active,,Master,Medan,8254563,1022776,3.4,20,83.11,3.4,4
EMP001092,Employee_1092,Female,23,Sales,Sales Executive,2021-07-30,Active,,High School,Medan,30057916,6278450,3.14,26,86.8,4.4,2
EMP001093,Employee_1093,Female,29,Customer Service,Customer Support,2024-02-13,Active,,Bachelor,Medan,22251142,7767168,3.09,22,77.57,1.9,1
EMP001094,Employee_1094,Female,47,Marketing,SEO Specialist,2022-05-07,Active,,Master,Surabaya,8079865,5350460,4.26,9,82.39,3.7,1
EMP001095,Employee_1095,Female,28,Operations,Operations Staff,2021-08-01,Active,,Master,Yogyakarta,12954645,1184506,2.98,12,99.34,4.4,1
EMP001096,Employee_1096,Male,39,Marketing,Marketing Executive,2018-09-13,Resigned,2022-02-11,High School,Yogyakarta,11029393,2968528,4.96,55,73.47,7.3,3
EMP001097,Employee_1097,Female,31,Logistics,Warehouse Staff,2023-11-20,Active,,Master,Medan,28980166,5674880,3.33,5,85.35,2.1,4
EMP001098,Employee_1098,Male,21,Sales,Sales Executive,2021-12-12,Active,,Bachelor,Bandung,30457159,9035097,4.31,32,78.22,4.1,3
EMP001099,Employee_1099,Male,27,IT,Software Engineer,2022-07-17,Active,,High School,Bandung,21937595,5790404,4.84,15,89.6,3.5,2
EMP001100,Employee_1100,Male,48,Finance,Accountant,2022-12-04,Active,,Diploma,Surabaya,24862358,3070738,4.64,41,95.61,3.1,2
EMP001101,Employee_1101,Female,56,Finance,Financial Analyst,2021-06-01,Active,,Master,Bandung,4204271,4738032,3.99,30,93.56,4.6,3
EMP001102,Employee_1102,Female,47,Sales,Sales Manager,2020-05-18,Resigned,2022-11-29,High School,Surabaya,34821761,5014668,3.74,22,82.38,5.6,4
EMP001103,Employee_1103,Male,54,IT,System Admin,2024-07-12,Resigned,2029-06-12,Master,Surabaya,20531992,1754948,3.76,19,78.32,1.5,1
EMP001104,Employee_1104,Female,41,Sales,Sales Executive,2020-12-27,Active,,Diploma,Yogyakarta,8177442,1979882,3.64,51,91.97,5.0,5
EMP001105,Employee_1105,Female,44,Operations,Operations Staff,2021-12-05,Resigned,2024-01-16,High School,Bandung,13973220,8256003,4.41,40,75.09,4.1,1
EMP001106,Employee_1106,Female,47,Sales,Sales Executive,2024-04-17,Active,,Master,Yogyakarta,16972878,9064069,3.25,31,83.09,1.7,5
EMP001107,Employee_1107,Male,32,Operations,Operations Staff,2022-02-21,Active,,Master,Bandung,6951461,551628,4.37,14,81.92,3.9,5
EMP001108,Employee_1108,Male,27,Customer Service,Customer Support,2022-11-05,Resigned,2027-07-22,Bachelor,Surabaya,14589447,2760942,3.06,7,90.41,3.2,2
EMP001109,Employee_1109,Male,37,Customer Service,Call Center,2021-09-06,Active,,Bachelor,Yogyakarta,5050481,1775593,4.13,49,90.66,4.3,5
EMP001110,Employee_1110,Female,35,HR,HR Manager,2024-04-03,Active,,Master,Jakarta,5723499,4827246,4.65,41,77.82,1.7,5
EMP001111,Employee_1111,Female,23,Finance,Accountant,2025-12-24,Active,,Bachelor,Bandung,28994919,6536410,3.51,27,81.86,0.0,3
EMP001112,Employee_1112,Female,26,Marketing,Marketing Executive,2018-03-18,Active,,High School,Surabaya,6712610,5007327,2.64,26,86.81,7.8,1
EMP001113,Employee_1113,Male,56,Customer Service,Customer Support,2022-06-27,Active,,High School,Yogyakarta,13926233,9538448,4.46,4,,3.5,2
EMP001114,Employee_1114,Female,56,Logistics,Supply Chain Analyst,2025-06-15,Active,,Diploma,Yogyakarta,9614334,5739155,4.36,3,90.47,0.5,4
EMP001115,Employee_1115,Male,23,Operations,Operations Manager,2025-10-04,Resigned,2027-01-22,Diploma,Surabaya,10831986,8577746,4.81,43,94.32,0.2,4
EMP001116,Employee_1116,Female,49,Operations,Operations Manager,2025-10-23,Active,,High School,Bandung,20156230,3610910,3.91,29,70.01,0.2,2
EMP001117,Employee_1117,Male,27,Operations,Operations Manager,2024-12-14,Active,,High School,Medan,6166996,9700946,2.68,58,70.4,1.0,1
EMP001118,Employee_1118,Male,22,Finance,Financial Analyst,2021-07-10,Resigned,2025-02-12,Diploma,Bandung,23733104,9420410,4.64,13,90.33,4.5,4
EMP001119,Employee_1119,Female,43,Logistics,Warehouse Staff,2020-03-03,Active,,Diploma,Semarang,32734483,8312202,3.57,15,85.1,5.8,1
EMP001120,Employee_1120,Male,24,Marketing,Marketing Executive,2018-12-11,Active,,Bachelor,Bandung,9527821,9503123,4.62,1,84.59,7.1,3
EMP001121,Employee_1121,Male,52,Operations,Operations Manager,2023-12-07,Active,,Master,Surabaya,23130712,1516122,3.01,43,80.17,2.1,4
EMP001122,Employee_1122,Female,57,Sales,Sales Executive,2024-08-24,Active,,Master,Semarang,14677356,5859305,3.68,19,84.39,1.4,5
EMP001123,Employee_1123,Female,48,HR,Recruiter,2018-01-05,Active,,Master,Surabaya,7844556,5439462,3.42,29,85.69,8.0,2
EMP001124,Employee_1124,Male,35,Logistics,Warehouse Staff,2018-05-25,Active,,Master,Jakarta,29363160,4828082,2.74,38,94.23,7.6,3
EMP001125,Employee_1125,Female,45,Sales,Sales Manager,2019-03-29,Active,,Bachelor,Medan,6939619,6438646,3.52,26,86.16,6.8,5
EMP001126,Employee_1126,Female,39,HR,HR Staff,2022-06-25,Resigned,2023-12-18,High School,Medan,10055006,4172649,2.97,17,70.27,3.5,1
EMP001127,Employee_1127,Female,38,Sales,Sales Executive,2024-07-15,Active,,Bachelor,Yogyakarta,17189893,7671054,3.07,29,77.84,1.5,2
EMP001128,Employee_1128,Male,25,IT,Data Analyst,2018-04-25,Active,,Master,Jakarta,15278573,2821825,3.35,29,88.03,7.7,3
EMP001129,Employee_1129,Male,34,Sales,Sales Manager,2019-09-13,Resigned,2024-09-08,Diploma,Medan,24739227,3966797,4.85,47,70.61,6.3,3
EMP001130,Employee_1130,Female,34,Finance,Financial Analyst,2024-01-30,Active,,Master,Medan,23383797,3255381,3.65,43,83.13,1.9,1
EMP001131,Employee_1131,Male,39,Customer Service,Call Center,2021-12-25,Active,,Master,Jakarta,12941736,1984505,3.54,37,97.24,4.0,4
EMP001132,Employee_1132,Male,30,Operations,Operations Staff,2022-11-11,Resigned,2027-04-11,Bachelor,Jakarta,6997027,2637154,3.31,42,96.17,3.1,3
EMP001133,Employee_1133,Male,55,Marketing,Marketing Executive,2020-12-08,Resigned,2022-08-12,Diploma,Jakarta,21396941,5228727,4.57,57,89.97,5.1,4
EMP001134,Employee_1134,Female,33,Operations,Operations Staff,2022-01-13,Active,,High School,Jakarta,18594083,7775821,3.64,36,97.12,4.0,4
EMP001135,Employee_1135,Female,22,Marketing,SEO Specialist,2024-11-24,Active,,Diploma,Medan,5477299,6732513,4.8,48,82.52,1.1,4
EMP001136,Employee_1136,Female,58,Finance,Financial Analyst,2024-10-07,Active,,High School,Surabaya,6175480,2240517,2.54,13,95.1,1.2,5
EMP001137,Employee_1137,Female,27,Marketing,SEO Specialist,2022-05-10,Active,,Diploma,Medan,29052866,5502518,4.2,38,77.43,3.6,2
EMP001138,Employee_1138,Male,54,Logistics,Supply Chain Analyst,2021-07-27,Active,,Bachelor,Surabaya,10957208,5716099,3.76,39,86.01,4.4,3
EMP001139,Employee_1139,Male,48,Customer Service,Call Center,2021-08-17,Active,,Bachelor,Bandung,31658853,5321015,2.58,27,82.02,4.4,2
EMP001140,Employee_1140,Male,42,Finance,Financial Analyst,2024-05-14,Active,,Master,Surabaya,25787429,8223407,4.27,6,96.68,1.6,1
EMP001141,Employee_1141,Female,38,Sales,Sales Manager,2023-03-28,Active,,Master,Surabaya,33588340,4287382,2.55,21,94.77,2.8,2
EMP001142,Employee_1142,Male,23,Sales,Sales Executive,2020-09-04,Active,,Diploma,Surabaya,16851031,3229147,4.58,27,79.43,5.3,2
EMP001143,Employee_1143,Female,52,Finance,Accountant,2019-08-27,Resigned,2022-02-01,High School,Medan,34567213,9706699,4.79,52,98.92,6.4,4
EMP001144,Employee_1144,Female,30,Marketing,SEO Specialist,2024-04-29,Active,,High School,Yogyakarta,11772779,2303539,3.46,56,94.08,1.7,1
EMP001145,Employee_1145,Male,56,Marketing,SEO Specialist,2023-10-15,Active,,Diploma,Medan,15314730,4378378,2.71,41,87.51,2.2,3
EMP001146,Employee_1146,Male,21,Marketing,SEO Specialist,2018-01-20,Active,,Bachelor,Surabaya,24660088,9481627,4.96,23,81.77,8.0,3
EMP001147,Employee_1147,Female,27,Logistics,Warehouse Staff,2023-10-26,Resigned,2028-11-08,Diploma,Jakarta,7313190,5580251,4.23,3,96.2,2.2,3
EMP001148,Employee_1148,Female,39,Finance,Accountant,2020-03-08,Active,,Bachelor,Semarang,30868396,3563923,3.7,6,77.68,5.8,1
EMP001149,Employee_1149,Female,52,HR,HR Manager,2020-09-18,Active,,Master,Medan,13142338,5842321,2.64,59,72.9,5.3,4
EMP001150,Employee_1150,Female,45,Customer Service,Customer Support,2025-10-10,Active,,Diploma,Surabaya,24908930,3072717,2.9,40,78.09,0.2,3
EMP001151,Employee_1151,Male,54,HR,HR Staff,2025-08-01,Active,,Bachelor,Jakarta,18103429,5487752,3.77,1,70.12,0.4,2
EMP001152,Employee_1152,Male,50,Marketing,Marketing Executive,2020-11-26,Active,,Diploma,Medan,15472976,3841773,4.06,37,92.33,5.1,2
EMP001153,Employee_1153,Female,29,Sales,Sales Executive,2018-03-23,Active,,High School,Jakarta,7678090,7916328,2.56,57,90.4,7.8,3
EMP001154,Employee_1154,Female,31,Marketing,Marketing Executive,2018-10-21,Active,,Master,Medan,27463625,7544086,4.96,31,74.61,7.2,5
EMP001155,Employee_1155,Male,50,Finance,Financial Analyst,2019-01-14,Active,,Diploma,Bandung,14618487,2444890,4.67,57,77.88,7.0,1
EMP001156,Employee_1156,Female,56,Operations,Operations Manager,2025-12-16,Active,,Diploma,Yogyakarta,15072823,3346293,3.43,32,85.13,0.0,3
EMP001157,Employee_1157,Female,21,Logistics,Warehouse Staff,2024-03-28,Resigned,2028-11-07,Master,Semarang,13744751,849570,3.88,45,80.48,1.8,1
EMP001158,Employee_1158,Male,23,Operations,Operations Staff,2021-02-18,Active,,Master,Bandung,25966410,2878042,4.57,41,83.19,4.9,4
EMP001159,Employee_1159,Male,43,IT,Software Engineer,2018-12-14,Active,,Diploma,Jakarta,15525994,2377124,4.16,26,90.38,7.1,1
EMP001160,Employee_1160,Female,46,Operations,Operations Manager,2022-09-29,Resigned,2023-05-16,High School,Semarang,5184831,603470,4.27,15,81.73,3.3,3
EMP001161,Employee_1161,Male,27,Marketing,SEO Specialist,2020-10-15,Active,,Master,Yogyakarta,34117022,4497948,2.62,2,88.54,5.2,5
EMP001162,Employee_1162,Female,58,Sales,Sales Manager,2021-05-25,Active,,High School,Bandung,11036378,4404460,4.35,60,95.95,4.6,2
EMP001163,Employee_1163,Male,49,HR,HR Staff,2021-06-14,Resigned,2022-08-01,Bachelor,Medan,23890778,6655698,4.21,7,98.38,4.6,4
EMP001164,Employee_1164,Female,29,Finance,Accountant,2022-10-25,Active,,Bachelor,Semarang,9875191,2976905,4.33,57,85.75,3.2,3
EMP001165,Employee_1165,Female,49,IT,Software Engineer,2025-09-05,Active,,High School,Semarang,21052989,3454772,4.33,8,91.5,0.3,1
EMP001166,Employee_1166,Male,34,Logistics,Supply Chain Analyst,2018-01-29,Active,,Master,Jakarta,16537535,3041883,2.81,13,88.36,7.9,1
EMP001167,Employee_1167,Male,21,Operations,Operations Manager,2023-06-10,Active,,Bachelor,Semarang,23784168,2283859,3.79,9,80.93,2.6,1
EMP001168,Employee_1168,Female,43,Customer Service,Call Center,2025-10-26,Resigned,2029-11-25,High School,Surabaya,4859482,225202,3.1,17,94.4,0.2,5
EMP001169,Employee_1169,Male,58,Sales,Sales Executive,2023-02-03,Active,,Bachelor,Bandung,25123694,4147565,3.12,13,94.53,2.9,3
EMP001170,Employee_1170,Female,26,Operatons,Operations Staff,2025-08-11,Active,,Diploma,Surabaya,31794832,6543495,3.44,44,87.27,0.4,4
EMP001171,Employee_1171,Male,52,Customer Service,Customer Support,2023-09-18,Resigned,2028-09-25,Master,Semarang,27867553,968945,4.07,59,84.61,2.3,4
EMP001172,Employee_1172,Male,43,Customer Service,Customer Support,2019-02-20,Resigned,2023-11-29,Master,Bandung,23461985,129446,2.74,37,94.81,6.9,4
EMP001173,Employee_1173,Male,28,Finance,Financial Analyst,2023-11-28,Active,,Bachelor,Semarang,11538655,8951706,4.94,32,89.92,2.1,1
EMP001174,Employee_1174,Male,56,Operations,Operations Manager,2019-07-25,Active,,High School,Bandung,30240312,8469135,4.05,46,88.4,6.4,3
EMP001175,Employee_1175,Female,40,Sales,Sales Executive,2025-08-26,Active,,Master,Medan,27929791,4766993,3.05,10,79.52,0.3,4
EMP001176,Employee_1176,Male,43,Marketing,SEO Specialist,2024-06-12,Active,,Master,Surabaya,24762904,2638883,2.84,0,78.1,1.6,3
EMP001177,Employee_1177,Female,22,Sales,Sales Executive,2019-02-12,Active,,Bachelor,Semarang,34455335,7153847,4.11,49,95.58,6.9,3
EMP001178,Employee_1178,Male,50,Marketing,Marketing Executive,2025-06-08,Resigned,2030-11-05,Diploma,Bandung,21784382,6978168,3.73,24,73.05,0.6,2
EMP001179,Employee_1179,Female,39,Operations,Operations Staff,2020-12-05,Resigned,2024-07-01,Diploma,Jakarta,16063260,3895959,3.39,9,99.58,5.1,4
EMP001180,Employee_1180,Female,49,IT,System Admin,2025-01-08,Active,,Bachelor,Semarang,7071467,1994636,4.0,1,90.54,1.0,2
EMP001181,Employee_1181,Female,58,Logistics,Warehouse Staff,2020-08-16,Active,,Bachelor,Surabaya,14167607,7841548,4.99,53,98.99,5.4,4
EMP001182,Employee_1182,Male,49,IT,Software Engineer,2025-12-10,Active,,Master,Bandung,24758554,4164790,3.79,16,86.98,0.1,4
EMP001183,Employee_1183,Male,43,HR,HR Manager,2019-05-05,Resigned,2024-06-30,Diploma,Semarang,15320995,8871998,2.59,45,70.47,6.7,3
EMP001184,Employee_1184,Male,47,Sales,Sales Manager,2023-08-09,Resigned,2028-05-11,Bachelor,Semarang,12752952,3976670,3.66,4,76.71,2.4,5
EMP001185,Employee_1185,Female,23,Marketing,Marketing Executive,2021-10-30,Active,,Diploma,Surabaya,33783717,561479,4.75,34,76.45,4.2,5
EMP001186,Employee_1186,Female,48,Marketing,Marketing Executive,2024-07-17,Active,,Bachelor,Medan,25925468,5819183,2.65,48,81.13,1.5,5
EMP001187,Employee_1187,Female,49,Operations,Operations Manager,2018-12-06,Active,,Master,Yogyakarta,31353024,2740617,4.84,1,70.69,7.1,5
EMP001188,Employee_1188,Male,55,IT,Data Analyst,2023-03-16,Active,,Bachelor,Medan,4444187,2373796,3.04,47,97.29,2.8,5
EMP001189,Employee_1189,Female,57,HR,HR Manager,2025-03-30,Active,,Diploma,Bandung,22458205,3914683,4.14,26,94.65,0.8,1
EMP001190,Employee_1190,Male,23,Marketing,Marketing Executive,2022-12-25,Resigned,2028-01-31,Bachelor,Jakrta,27114397,6696445,4.09,8,93.34,3.0,2
EMP001191,Employee_1191,Female,53,Customer Service,Customer Support,2018-09-07,Active,,High School,Medan,31871408,175500,4.91,32,88.29,7.3,5
EMP001192,Employee_1192,Female,42,HR,HR Staff,2021-04-04,Active,,Bachelor,Medan,12282016,5973685,4.71,18,82.16,4.7,2
EMP001193,Employee_1193,Male,36,IT,System Admin,2021-09-17,Resigned,2026-09-10,Bachelor,Jakarta,4540392,8149489,3.16,44,70.68,4.3,4
EMP001194,Employee_1194,Male,49,HR,Recruiter,2021-03-24,Active,,High School,Semarang,34121920,6626106,4.34,59,78.48,4.8,3
EMP001195,Employee_1195,Female,52,Operations,Operations Staff,2021-04-16,Active,,Diploma,Yogyakarta,12772841,6626657,4.23,22,74.61,4.7,5
EMP001196,Employee_1196,Female,26,Marketing,Marketing Executive,2019-10-08,Active,,Diploma,Bandung,20116725,6322801,2.74,47,86.38,6.2,2
EMP001197,Employee_1197,Male,22,IT,System Admin,2023-11-26,Active,,Bachelor,Surabaya,34070461,831036,3.12,38,87.02,2.1,3
EMP001198,Employee_1198,Male,51,Customer Service,Customer Support,2022-07-15,Active,,Bachelor,Yogyakarta,6971678,3346658,3.04,2,88.13,3.5,1
EMP001199,Employee_1199,Female,25,Sales,Sales Manager,2023-02-11,Active,,Diploma,Medan,4093076,33111,2.93,16,72.94,2.9,3
EMP001200,Employee_1200,Female,58,HR,Recruiter,2023-07-27,Active,,Master,Bandung,6918928,2119120,4.59,8,99.25,2.4,2
EMP001201,Employee_1201,Male,22,IT,Software Engineer,2019-03-01,Active,,High School,Semarang,25071078,9923168,3.64,43,98.8,6.8,5
EMP001202,Employee_1202,Female,47,Operations,Operations Manager,2023-06-25,Active,,Diploma,Medan,7304510,9862864,3.17,51,79.86,2.5,1
EMP001203,Employee_1203,Male,43,Operations,Operations Manager,2021-04-29,Active,,High School,Medan,23439989,2344860,2.97,5,92.53,4.7,2
EMP001204,Employee_1204,Female,42,IT,Data Analyst,2025-12-27,Active,,Bachelor,Jakarta,19313400,9442003,4.05,36,91.94,0.0,5
EMP001205,Employee_1205,Male,31,Operations,Operations Manager,2022-07-01,Active,,Diploma,Jakarta,18973643,2772214,4.19,24,95.81,3.5,4
EMP001206,Employee_1206,Female,38,Marketing,Marketing Executive,2019-04-08,Active,,Master,Bandung,5029364,319807,3.65,14,91.41,6.7,5
EMP001207,Employee_1207,Male,45,Customer Service,Customer Support,2022-10-22,Active,,Bachelor,Yogyakarta,21857839,723196,,24,98.18,3.2,5
EMP001208,Employee_1208,Male,55,Logistics,Warehouse Staff,2023-12-22,Active,,Diploma,Semarang,32322965,8971805,2.68,6,96.83,2.0,1
EMP001209,Employee_1209,Male,37,Operations,Operations Staff,2019-03-04,Active,,Master,Medan,30467416,1158629,4.06,23,77.1,6.8,3
EMP001210,Employee_1210,Male,46,Marketing,Marketing Executive,2020-07-01,Active,,High School,Yogyakarta,5322071,4500993,2.58,55,75.0,5.5,1
EMP001211,Employee_1211,Male,54,Sales,Sales Executive,2023-03-22,Active,,Master,Medan,6204649,4547105,4.7,20,97.33,2.8,4
EMP001212,Employee_1212,Male,27,Operatons,Financial Analyst,2018-02-24,Active,,High School,Bandung,26054764,2305342,4.32,37,98.35,7.9,2
EMP001213,Employee_1213,Female,45,Sales,Sales Manager,2025-08-27,Active,,Master,Bandung,11438933,3995809,,5,74.11,0.3,3
EMP001214,Employee_1214,Female,25,Finance,Financial Analyst,2020-10-31,Active,,Bachelor,Bandung,8922215,3606002,3.81,12,76.52,5.2,3
EMP001215,Employee_1215,Female,26,Operations,Operations Staff,2025-09-14,Active,,Bachelor,Semarang,8730243,6855029,4.15,26,82.5,0.3,4
EMP001216,Employee_1216,Female,38,Marketing,SEO Specialist,2019-10-23,Active,,Diploma,Surabaya,26481941,5980584,3.4,0,83.16,6.2,1
EMP001217,Employee_1217,Male,43,Customer Service,Call Center,2024-10-25,Active,,Diploma,Jakarta,16527028,833315,4.95,15,93.29,1.2,4
EMP001218,Employee_1218,Male,46,Marketing,SEO Specialist,2025-08-30,Resigned,2026-10-21,Master,Semarang,8789401,8939159,4.88,44,,0.3,1
EMP001219,Employee_1219,Male,30,Operations,Operations Manager,2018-03-16,Active,,Master,Medan,20938991,9458362,3.3,10,72.4,7.8,1
EMP001220,Employee_1220,Female,35,Marketing,SEO Specialist,2025-12-15,Active,,Diploma,Jakarta,7134886,6684637,4.56,39,88.3,0.0,4
EMP001221,Employee_1221,Male,32,Customer Service,Call Center,2020-07-24,Active,,Master,Medan,30755237,4184574,2.62,2,87.51,5.4,3
EMP001222,Employee_1222,Male,32,Logistics,Warehouse Staff,2021-12-29,Active,,Diploma,Surabaya,12126155,4396159,4.05,53,81.23,4.0,2
EMP001223,Employee_1223,Male,31,HR,Recruiter,2021-09-14,Active,,Bachelor,Jakarta,32113256,7183374,2.94,46,77.28,4.3,5
EMP001224,Employee_1224,Male,24,Marketing,Marketing Executive,2020-02-13,Active,,Diploma,Surabaya,18610828,885577,,53,84.35,5.9,1
EMP001225,Employee_1225,Male,24,Finance,Financial Analyst,2022-07-17,Active,,High School,Yogyakarta,14610261,5660970,3.53,49,88.95,3.5,4
EMP001226,Employee_1226,Female,58,Operations,Operations Manager,2023-12-13,Active,,Bachelor,Jakarta,7362497,1600471,3.37,29,71.25,2.1,4
EMP001227,Employee_1227,Female,31,Operatons,Marketing Executive,2020-09-17,Active,,Master,Yogyakarta,21892000,6433942,3.8,12,99.91,5.3,2
EMP001228,Employee_1228,Female,24,Operatons,SEO Specialist,2025-02-27,Active,,Bachelor,Jakarta,16115163,2795646,4.29,58,87.21,0.8,5
EMP001229,Employee_1229,Male,45,Logistics,Warehouse Staff,2025-09-28,Active,,High School,Semarang,12347907,8113271,3.32,59,78.67,0.3,1
EMP001230,Employee_1230,Female,42,Finance,Accountant,2023-02-22,Resigned,2028-03-18,Bachelor,Bandung,10755208,5325147,2.85,53,90.31,2.9,5
EMP001231,Employee_1231,Male,34,Logistics,Supply Chain Analyst,2023-10-04,Active,,Master,Yogyakarta,6446529,9956490,4.12,20,73.14,2.2,5
EMP001232,Employee_1232,Male,46,HR,HR Manager,2025-04-21,Active,,Bachelor,Jakarta,32256432,9282666,3.36,43,80.21,0.7,1
EMP001233,Employee_1233,Male,50,Finance,Accountant,2024-11-03,Active,,High School,Jakarta,25554103,1748099,3.15,1,81.92,1.2,4
EMP001234,Employee_1234,Female,29,Sales,Sales Manager,2019-05-02,Active,,Master,Yogyakarta,4959002,2138500,3.6,41,95.62,6.7,1
EMP001235,Employee_1235,Male,24,Sales,Sales Manager,2022-12-15,Active,,Diploma,Bandung,13983076,8079774,4.51,55,90.18,3.0,2
EMP001236,Employee_1236,Male,42,Finance,Accountant,2018-02-01,Active,,High School,Bandung,9383633,7678666,4.65,10,72.0,7.9,4
EMP001237,Employee_1237,Female,46,IT,System Admin,2022-03-13,Active,,Master,Bandung,20745536,5311716,3.12,50,92.8,3.8,3
EMP001238,Employee_1238,Female,33,HR,Recruiter,2019-08-24,Active,,Diploma,Medan,28749451,6097200,4.18,11,72.45,6.4,3
EMP001239,Employee_1239,Male,57,Logistics,Warehouse Staff,2023-11-20,Resigned,2024-06-15,Master,Semarang,5767267,4876278,2.54,46,98.41,2.1,3
EMP001240,Employee_1240,Female,55,HR,Recruiter,2019-08-24,Active,,High School,Medan,9906194,7574343,3.47,6,75.38,6.4,1
EMP001241,Employee_1241,Female,21,Customer Service,Customer Support,2025-01-19,Active,,Bachelor,Semarang,14347708,860973,3.63,33,86.6,0.9,3
EMP001242,Employee_1242,Male,41,Logistics,Warehouse Staff,2025-08-13,Active,,Bachelor,Bandung,8624320,5932236,2.92,5,84.4,0.4,1
EMP001243,Employee_1243,Male,24,HR,HR Staff,2024-11-30,Active,,Bachelor,Medan,6824406,1243748,4.56,37,72.63,1.1,1
EMP001244,Employee_1244,Female,43,Customer Service,Customer Support,2023-07-05,Active,,Master,Medan,10581705,7408933,2.63,42,74.14,2.5,2
EMP001245,Employee_1245,Female,53,Customer Service,Call Center,2023-02-16,Active,,Master,Jakarta,15090676,9993089,4.28,54,70.16,2.9,5
EMP001246,Employee_1246,Female,44,Sales,Sales Executive,2025-06-19,Resigned,2029-04-20,Bachelor,Yogyakarta,20798200,5624463,4.87,50,97.24,0.5,4
EMP001247,Employee_1247,Female,52,Operations,Operations Manager,2023-10-31,Active,,High School,Semarang,9005803,1411546,3.22,60,85.64,2.2,5
EMP001248,Employee_1248,Male,49,HR,Recruiter,2018-05-16,Resigned,2022-01-17,Master,Yogyakarta,29908669,9010445,4.51,14,95.44,7.6,4
EMP001249,Employee_1249,Female,42,Customer Service,Call Center,2018-03-25,Active,,High School,Bandung,21423598,1809603,4.92,45,93.15,7.8,4
EMP001250,Employee_1250,Female,53,HR,HR Manager,2018-01-12,Active,,Bachelor,Bandung,8035230,1301636,3.74,1,98.82,8.0,4
EMP001251,Employee_1251,Female,23,Customer Service,Call Center,2024-06-30,Active,,Diploma,Semarang,27395906,4920529,4.03,55,74.12,1.5,2
EMP001252,Employee_1252,Male,42,Sales,Sales Manager,2021-03-29,Resigned,2023-06-09,Master,Surabaya,23236470,1555984,4.45,17,80.3,4.8,2
EMP001253,Employee_1253,Male,38,Marketing,SEO Specialist,2024-06-10,Active,,High School,Surabaya,26480907,4517464,4.37,60,83.93,1.6,4
EMP001254,Employee_1254,Male,28,Finance,Accountant,2025-10-14,Active,,Bachelor,Jakarta,7242389,5343153,3.93,58,78.21,0.2,5
EMP001255,Employee_1255,Female,49,Operations,Operations Manager,2024-06-19,Active,,High School,Yogyakarta,14397754,8569237,4.78,7,83.33,1.5,4
EMP001256,Employee_1256,Female,34,Customer Service,Customer Support,2022-12-26,Active,,Bachelor,Yogyakarta,18972680,5059512,4.0,5,79.72,3.0,3
EMP001257,Employee_1257,Male,24,Finance,Accountant,2022-01-20,Active,,Diploma,Semarang,4860789,9503524,4.84,55,74.12,3.9,2
EMP001258,Employee_1258,Male,32,Marketing,SEO Specialist,2025-02-14,Resigned,2028-09-03,Diploma,Jakrta,30352600,9991385,2.55,24,89.3,0.9,2
EMP001259,Employee_1259,Female,55,Customer Service,Customer Support,2023-05-07,Active,,Diploma,Jakarta,27732565,5792198,3.8,15,95.01,2.7,5
EMP001260,Employee_1260,Male,36,Operatons,Data Analyst,2023-03-01,Active,,High School,Semarang,11978610,7224129,3.61,9,92.4,2.8,1
EMP001261,Employee_1261,Female,22,HR,HR Staff,2024-02-25,Active,,Bachelor,Yogyakarta,4043168,1631032,4.64,16,93.5,1.8,2
EMP001262,Employee_1262,Male,28,Operations,Operations Staff,2024-02-03,Active,,High School,Bandung,26337485,5643003,3.85,47,81.35,1.9,2
EMP001263,Employee_1263,Male,51,IT,Data Analyst,2024-04-23,Active,,High School,Bandung,31888656,5681947,3.33,58,,1.7,3
EMP001264,Employee_1264,Female,37,Logistics,Supply Chain Analyst,2019-12-08,Active,,Bachelor,Surabaya,20176365,8147871,2.59,52,78.54,6.1,1
