Employee ID;Employee Name;Gender;Age;Department;Job Role;Hire Date;Employment Status;Resignation Date;Education Level;Region;Monthly Salary;Salary Category;Bonus;Performance Score;Overtime Hours;Attendance Rate (%);Years at Company;Job Satisfaction
EMP001781;Employee_1781;Female;28;Operations;Sales Manager;01/10/2021;Active;;Diploma;Semarang;Rp23.519.606,00;Rp15 jt - Rp25 jt;Rp6.174.937,00;4,2;48;71,98;4,7;4
EMP001782;Employee_1782;Male;41;Operations;Operations Manager;01/05/2024;Active;;Master;Yogyakarta;Rp33.222.678,00;>Rp25 jt;Rp2.848.762,00;3,22;12;90,79;2,1;1
EMP001783;Employee_1783;Male;57;Marketing;Marketing Executive;27/08/2019;Active;;High School;Surabaya;Rp15.836.154,00;Rp15 jt - Rp25 jt;Rp4.163.343,00;2,72;40;95,2;6,8;2
EMP001784;Employee_1784;Male;29;Marketing;SEO Specialist;07/12/2023;Resigned;25/09/2024;Master;Semarang;Rp13.129.235,00;Rp10 jt - Rp15 jt;Rp5.940.398,00;2,79;51;84,14;0,8;2
EMP001785;Employee_1785;Female;42;Customer Service;Call Center;28/11/2024;Active;;Diploma;Surabaya;Rp21.721.189,00;Rp15 jt - Rp25 jt;Rp5.389.341,00;3,28;49;75,34;1,6;5
EMP001786;Employee_1786;Male;44;Finance;Financial Analyst;09/05/2025;Active;;Master;Yogyakarta;Rp26.654.948,00;>Rp25 jt;Rp1.087.612,00;3,18;0;79,35;1,1;1
EMP001787;Employee_1787;Male;43;Logistics;Supply Chain Analyst;10/03/2018;Active;;Master;Surabaya;Rp13.880.018,00;Rp10 jt - Rp15 jt;Rp4.638.877,00;3,34;15;70,3;8,3;1
EMP001788;Employee_1788;Male;38;Sales;Sales Executive;17/04/2021;Active;;Master;Jakarta;Rp11.175.583,00;Rp10 jt - Rp15 jt;Rp5.414.913,00;2,86;17;82,01;5,2;4
EMP001789;Employee_1789;Male;42;HR;Recruiter;11/12/2020;Active;;High School;Semarang;Rp8.882.491,00;Rp5 jt - Rp10 jt;Rp6.461.773,00;4,44;37;99,62;5,5;3
EMP001790;Employee_1790;Male;39;Sales;Sales Executive;08/04/2022;Resigned;17/05/2026;Bachelor;Yogyakarta;Rp18.420.204,00;Rp15 jt - Rp25 jt;Rp9.823.604,00;3,09;34;0;4,1;1
EMP001791;Employee_1791;Female;29;Operations;Operations Staff;23/06/2021;Resigned;20/07/2024;Master;Surabaya;Rp34.984.255,00;>Rp25 jt;Rp7.577.666,00;4,63;19;97,14;3,1;2
EMP001792;Employee_1792;Male;50;HR;HR Manager;30/01/2024;Active;;Diploma;Bandung;Rp14.982.096,00;Rp10 jt - Rp15 jt;Rp1.960.341,00;4,94;7;91,84;2,4;3
EMP001793;Employee_1793;Female;49;Marketing;Marketing Executive;08/03/2021;Active;;Master;Medan;Rp4.450.397,00;<Rp5 jt;Rp720.888,00;4,02;51;70,6;5,3;1
EMP001794;Employee_1794;Male;39;Operations;Operations Staff;10/11/2020;Active;;Diploma;Medan;Rp33.595.854,00;>Rp25 jt;Rp8.471.704,00;3,83;1;80,43;5,6;2
EMP001795;Employee_1795;Male;42;Sales;Sales Executive;15/09/2022;Active;;Master;Bandung;Rp33.527.905,00;>Rp25 jt;Rp1.731.258,00;2,62;10;86,23;3,8;1
EMP001796;Employee_1796;Female;44;HR;HR Manager;18/01/2020;Active;;Master;Jakarta;Rp8.714.330,00;Rp5 jt - Rp10 jt;Rp8.300.042,00;4,39;24;77,73;6,4;5
EMP001797;Employee_1797;Male;30;Marketing;SEO Specialist;27/04/2022;Resigned;21/11/2023;Master;Surabaya;Rp17.397.039,00;Rp15 jt - Rp25 jt;Rp5.272.662,00;4,58;9;91,51;1,6;4
EMP001798;Employee_1798;Female;54;Finance;Financial Analyst;30/05/2024;Active;;Master;Surabaya;Rp6.109.331,00;Rp5 jt - Rp10 jt;Rp7.066.328,00;4,97;8;90,26;2,1;2
EMP001799;Employee_1799;Female;48;Logistics;Supply Chain Analyst;09/01/2019;Active;;Diploma;Semarang;Rp27.871.561,00;>Rp25 jt;Rp5.935.341,00;4,31;9;84,77;7,4;1
EMP001800;Employee_1800;Female;56;Sales;Sales Executive;30/11/2025;Active;;Master;Semarang;Rp20.771.728,00;Rp15 jt - Rp25 jt;Rp8.852.565,00;3,23;41;82,09;0,5;2
EMP001801;Employee_1801;Female;35;Finance;Financial Analyst;03/11/2025;Active;;High School;Bandung;Rp34.694.752,00;>Rp25 jt;Rp9.499.830,00;3,85;20;95,83;0,6;3
EMP001802;Employee_1802;Male;53;Finance;Financial Analyst;22/11/2022;Active;;High School;Semarang;Rp14.438.740,00;Rp10 jt - Rp15 jt;Rp7.839.879,00;3,17;0;98,82;3,6;3
EMP001803;Employee_1803;Male;49;Logistics;Warehouse Staff;17/05/2018;Active;;Diploma;Bandung;Rp8.880.770,00;Rp5 jt - Rp10 jt;Rp6.072.884,00;2,69;35;91,87;8,1;1
EMP001804;Employee_1804;Female;46;Operations;Operations Manager;05/05/2022;Active;;High School;Medan;Rp30.768.480,00;>Rp25 jt;Rp4.511.836,00;4,8;1;79,86;4,1;2
EMP001805;Employee_1805;Female;29;Logistics;Supply Chain Analyst;18/07/2021;Active;;Master;Medan;Rp9.870.265,00;Rp5 jt - Rp10 jt;Rp2.734.316,00;4,45;3;72,96;4,9;2
EMP001806;Employee_1806;Male;52;HR;HR Staff;25/04/2020;Active;;Master;Yogyakarta;Rp4.547.111,00;<Rp5 jt;Rp8.117.655,00;4,6;24;76,13;6,2;5
EMP001807;Employee_1807;Female;24;Sales;Sales Executive;19/11/2020;Resigned;29/01/2025;Diploma;Jakarta;Rp4.020.665,00;<Rp5 jt;Rp521.909,00;4,48;45;95,54;4,2;5
EMP001808;Employee_1808;Female;27;Sales;Sales Manager;27/12/2018;Resigned;03/08/2020;Bachelor;Jakarta;Rp12.912.208,00;Rp10 jt - Rp15 jt;Rp2.096.555,00;4,65;8;80,69;1,6;3
EMP001809;Employee_1809;Male;47;Customer Service;Customer Support;30/03/2024;Active;;Bachelor;Surabaya;Rp34.772.480,00;>Rp25 jt;Rp527.161,00;4,09;1;83,25;2,2;5
EMP001810;Employee_1810;Female;22;Logistics;Supply Chain Analyst;21/11/2021;Resigned;09/02/2026;Master;Jakarta;Rp18.515.914,00;Rp15 jt - Rp25 jt;Rp9.492.156,00;4,2;22;92,15;4,2;4
EMP001811;Employee_1811;Female;29;Logistics;Supply Chain Analyst;17/03/2021;Active;;High School;Jakarta;Rp33.728.633,00;>Rp25 jt;Rp2.899.499,00;4,1;38;79,99;5,3;5
EMP001812;Employee_1812;Female;51;Sales;Sales Executive;16/01/2021;Active;;Master;Jakarta;Rp11.911.199,00;Rp10 jt - Rp15 jt;Rp5.578.919,00;3,76;30;97,61;5,4;3
EMP001813;Employee_1813;Female;38;HR;Recruiter;21/10/2025;Active;;Master;Surabaya;Rp6.031.913,00;Rp5 jt - Rp10 jt;Rp2.919.086,00;4,78;2;92,17;0,7;3
EMP001814;Employee_1814;Female;57;Customer Service;Customer Support;25/03/2018;Active;;Diploma;Semarang;Rp31.969.650,00;>Rp25 jt;Rp4.080.994,00;4,68;34;90,41;8,2;4
EMP001815;Employee_1815;Male;54;Sales;Sales Executive;09/08/2024;Active;;Bachelor;Bandung;Rp30.083.333,00;>Rp25 jt;Rp2.418.692,00;4,06;31;84,95;1,9;1
EMP001816;Employee_1816;Female;34;Sales;Sales Manager;10/06/2024;Active;;Master;Surabaya;Rp6.189.786,00;Rp5 jt - Rp10 jt;Rp1.916.922,00;2,59;52;71,68;2;2
EMP001817;Employee_1817;Male;49;Finance;Accountant;02/02/2019;Active;;Diploma;Bandung;Rp33.654.035,00;>Rp25 jt;Rp8.095.976,00;3,02;53;96,77;7,4;3
EMP001818;Employee_1818;Male;21;Customer Service;Customer Support;17/01/2024;Resigned;Missing Resignation Date;Diploma;Yogyakarta;Rp23.870.181,00;Rp15 jt - Rp25 jt;Rp8.197.741,00;4,5;23;84,99;2,4;2
EMP001819;Employee_1819;Female;43;HR;HR Manager;18/10/2024;Active;;Diploma;Surabaya;Rp34.209.244,00;>Rp25 jt;Rp1.736.620,00;3,97;14;91,4;1,7;3
EMP001820;Employee_1820;Female;23;Marketing;Marketing Executive;31/05/2025;Resigned;Missing Resignation Date;Diploma;Jakarta;Rp5.964.354,00;Rp5 jt - Rp10 jt;Rp5.639.325,00;3,53;38;90,13;1;5
EMP001821;Employee_1821;Female;57;Marketing;SEO Specialist;21/07/2019;Active;;High School;Yogyakarta;Rp15.660.871,00;Rp15 jt - Rp25 jt;Rp7.030.443,00;2,75;17;72,15;6,9;1
EMP001822;Employee_1822;Female;51;Customer Service;Call Center;31/01/2024;Active;;Diploma;Surabaya;Rp21.431.563,00;Rp15 jt - Rp25 jt;Rp1.081.899,00;4,18;47;77,29;2,4;4
EMP001823;Employee_1823;Male;27;Finance;Accountant;19/07/2019;Active;;Master;Semarang;Rp17.642.509,00;Rp15 jt - Rp25 jt;Rp9.913.812,00;4,59;14;87,08;6,9;2
EMP001824;Employee_1824;Male;29;Operations;Operations Manager;04/08/2023;Resigned;29/09/2025;Master;Surabaya;Rp26.995.066,00;>Rp25 jt;Rp7.504.201,00;4,05;55;70,81;2,2;2
EMP001825;Employee_1825;Female;40;Sales;Sales Executive;28/07/2020;Active;;Diploma;Bandung;Rp8.085.130,00;Rp5 jt - Rp10 jt;Rp5.837.800,00;3,83;31;87,33;5,9;2
EMP001826;Employee_1826;Female;34;IT;Data Analyst;05/10/2022;Active;;High School;Medan;Rp11.041.628,00;Rp10 jt - Rp15 jt;Rp9.840.163,00;4,88;24;71,58;3,7;2
EMP001827;Employee_1827;Female;48;Sales;Sales Executive;03/01/2024;Active;;High School;Surabaya;Rp11.278.228,00;Rp10 jt - Rp15 jt;Rp3.524.801,00;4,42;41;75,49;2,5;3
EMP001828;Employee_1828;Female;44;IT;Software Engineer;18/04/2018;Active;;Master;Yogyakarta;Rp20.208.314,00;Rp15 jt - Rp25 jt;Rp726.762,00;3,73;41;87,85;8,2;1
EMP001829;Employee_1829;Female;30;Customer Service;Customer Support;27/10/2018;Active;;High School;Jakarta;Rp29.081.983,00;>Rp25 jt;Rp5.648.242,00;2,57;37;91,31;7,6;1
EMP001830;Employee_1830;Female;29;IT;Software Engineer;02/10/2023;Active;;High School;Bandung;Rp32.531.376,00;>Rp25 jt;Rp8.557.984,00;4,53;30;81,19;2,7;5
EMP001831;Employee_1831;Male;39;Customer Service;Customer Support;26/09/2023;Active;;Diploma;Yogyakarta;Rp26.063.790,00;>Rp25 jt;Rp8.051.460,00;3,57;57;84,58;2,7;3
EMP001832;Employee_1832;Female;24;HR;HR Manager;12/10/2025;Active;;High School;Bandung;Rp31.657.977,00;>Rp25 jt;Rp7.495.880,00;3,46;34;87,36;0,7;2
EMP001833;Employee_1833;Male;45;Customer Service;Customer Support;06/05/2019;Active;;Bachelor;Surabaya;Rp12.021.313,00;Rp10 jt - Rp15 jt;Rp1.317.996,00;2,71;4;78,34;7,1;4
EMP001834;Employee_1834;Male;41;Customer Service;Customer Support;28/06/2020;Active;;Master;Semarang;Rp21.829.569,00;Rp15 jt - Rp25 jt;Rp9.252.363,00;4,43;41;96,67;6;4
EMP001835;Employee_1835;Female;24;Logistics;Supply Chain Analyst;24/12/2025;Resigned;Missing Resignation Date;Bachelor;Medan;Rp9.377.015,00;Rp5 jt - Rp10 jt;Rp3.434.371,00;4,5;29;83,07;0,5;2
EMP001836;Employee_1836;Female;52;HR;HR Manager;03/04/2022;Active;;High School;Semarang;Rp34.587.588,00;>Rp25 jt;Rp2.445.727,00;3,77;34;86,67;4,2;4
EMP001837;Employee_1837;Male;51;Customer Service;Customer Support;25/06/2024;Active;;Diploma;Jakarta;Rp8.024.548,00;Rp5 jt - Rp10 jt;Rp2.646.266,00;4,6;37;94,91;2;4
EMP001838;Employee_1838;Female;26;Customer Service;Customer Support;26/04/2023;Active;;High School;Bandung;Rp30.887.687,00;>Rp25 jt;Rp5.739.568,00;2,84;10;73,48;3,1;3
EMP001839;Employee_1839;Female;44;Operations;Operations Manager;09/07/2023;Active;;High School;Semarang;Rp22.704.197,00;Rp15 jt - Rp25 jt;Rp6.230.284,00;4;50;79,46;2,9;4
EMP001840;Employee_1840;Female;56;Finance;Accountant;31/05/2020;Active;;High School;Semarang;Rp20.684.346,00;Rp15 jt - Rp25 jt;Rp6.012.418,00;4,98;15;96,99;6,1;5
EMP001841;Employee_1841;Male;49;Finance;Accountant;21/08/2022;Active;;Diploma;Surabaya;Rp8.114.753,00;Rp5 jt - Rp10 jt;Rp7.855.431,00;3,68;1;92,24;3,8;4
EMP001842;Employee_1842;Male;56;Finance;Financial Analyst;30/06/2025;Active;;Bachelor;Medan;Rp21.782.715,00;Rp15 jt - Rp25 jt;Rp8.935.739,00;4,48;47;87,02;1;1
EMP001843;Employee_1843;Female;33;Customer Service;Customer Support;12/04/2025;Active;;Master;Surabaya;Rp4.078.664,00;<Rp5 jt;Rp5.682.872,00;0;11;77,69;1,2;5
EMP001844;Employee_1844;Male;37;Marketing;SEO Specialist;13/09/2020;Active;;High School;Medan;Rp22.344.157,00;Rp15 jt - Rp25 jt;Rp7.504.249,00;3,11;36;78,55;5,8;3
EMP001845;Employee_1845;Female;27;HR;Recruiter;09/06/2022;Active;;Master;Bandung;Rp9.870.675,00;Rp5 jt - Rp10 jt;Rp4.786.767,00;4,47;30;92,62;4;2
EMP001846;Employee_1846;Male;53;Marketing;Marketing Executive;20/10/2023;Active;;High School;Semarang;Rp26.212.010,00;>Rp25 jt;Rp1.946.558,00;2,78;39;84,1;2,7;5
EMP001847;Employee_1847;Male;49;Operations;Operations Manager;22/06/2018;Resigned;02/03/2023;Diploma;Jakarta;Rp9.423.524,00;Rp5 jt - Rp10 jt;Rp5.727.928,00;4,14;10;71,08;4,7;4
EMP001848;Employee_1848;Female;27;Marketing;SEO Specialist;10/09/2019;Resigned;08/03/2021;High School;Jakarta;Rp14.950.340,00;Rp10 jt - Rp15 jt;Rp6.303.589,00;3,85;25;96,92;1,5;4
EMP001849;Employee_1849;Female;37;Operations;Operations Manager;23/05/2018;Resigned;19/10/2021;Master;Surabaya;Rp14.483.328,00;Rp10 jt - Rp15 jt;Rp6.571.206,00;3,87;29;77,57;3,4;5
EMP001850;Employee_1850;Male;29;Operations;Operations Manager;20/03/2022;Active;;Diploma;Medan;Rp31.172.947,00;>Rp25 jt;Rp2.032.203,00;4,06;38;71,48;4,2;4
EMP001851;Employee_1851;Female;50;Sales;Sales Executive;27/08/2021;Active;;Master;Medan;Rp30.797.216,00;>Rp25 jt;Rp5.626.217,00;3,45;49;76,2;4,8;5
EMP001852;Employee_1852;Female;56;IT;Software Engineer;23/09/2019;Active;;High School;Jakarta;Rp32.449.237,00;>Rp25 jt;Rp1.579.343,00;5;13;73,86;6,7;3
EMP001853;Employee_1853;Female;30;Finance;Accountant;24/10/2023;Active;;Bachelor;Surabaya;Rp11.581.011,00;Rp10 jt - Rp15 jt;Rp7.668.188,00;4,54;44;79,56;2,7;4
EMP001854;Employee_1854;Male;42;Customer Service;Call Center;07/07/2021;Active;;Master;Medan;Rp24.862.064,00;Rp15 jt - Rp25 jt;Rp9.766.632,00;4,84;22;94,43;5;3
EMP001855;Employee_1855;Male;29;Customer Service;Customer Support;18/03/2019;Active;;Diploma;Semarang;Rp5.459.643,00;Rp5 jt - Rp10 jt;Rp59.287,00;2,9;49;82,12;7,3;5
EMP001856;Employee_1856;Male;43;Sales;Sales Executive;27/02/2024;Active;;Diploma;Bandung;Rp12.620.729,00;Rp10 jt - Rp15 jt;Rp5.876.886,00;4,47;35;80,03;2,3;4
EMP001857;Employee_1857;Male;29;HR;HR Staff;01/12/2020;Active;;High School;Jakarta;Rp22.756.355,00;Rp15 jt - Rp25 jt;Rp4.445.578,00;2,7;31;76,15;5,5;1
EMP001858;Employee_1858;Male;41;Sales;Sales Executive;13/04/2020;Active;;Bachelor;Jakarta;Rp16.099.853,00;Rp15 jt - Rp25 jt;Rp5.745.799,00;3,38;37;88,89;6,2;3
EMP001859;Employee_1859;Male;31;Sales;Sales Manager;27/11/2025;Active;;Diploma;Semarang;Rp15.992.789,00;Rp15 jt - Rp25 jt;Rp6.318.707,00;3,21;2;0;0,6;3
EMP001860;Employee_1860;Female;21;IT;Software Engineer;08/07/2025;Active;;Bachelor;Bandung;Rp21.266.493,00;Rp15 jt - Rp25 jt;Rp712.902,00;3,49;52;80,34;0,9;3
EMP001861;Employee_1861;Male;55;IT;System Admin;27/06/2023;Resigned;Missing Resignation Date;High School;Semarang;Rp26.147.757,00;>Rp25 jt;Rp374.209,00;3,75;59;89,99;3;2
EMP001862;Employee_1862;Male;36;Finance;Accountant;08/06/2023;Resigned;01/09/2024;Diploma;Medan;Rp20.731.034,00;Rp15 jt - Rp25 jt;Rp4.145.801,00;4,96;17;94,17;1,2;5
EMP001863;Employee_1863;Male;52;Marketing;SEO Specialist;02/09/2021;Active;;Diploma;Medan;Rp15.718.955,00;Rp15 jt - Rp25 jt;Rp106.700,00;2,62;1;71,27;4,8;4
EMP001864;Employee_1864;Male;52;Customer Service;Call Center;14/11/2020;Active;;High School;Surabaya;Rp31.270.082,00;>Rp25 jt;Rp5.573.347,00;4,5;19;76,5;5,6;3
EMP001865;Employee_1865;Female;47;IT;Software Engineer;31/07/2022;Active;;Diploma;Surabaya;Rp32.160.469,00;>Rp25 jt;Rp3.296.581,00;2,94;6;89;3,9;5
EMP001866;Employee_1866;Male;33;Marketing;Marketing Executive;18/04/2019;Active;;Diploma;Jakarta;Rp21.137.575,00;Rp15 jt - Rp25 jt;Rp9.245.948,00;4,12;7;73,73;7,2;3
EMP001867;Employee_1867;Female;55;HR;Recruiter;08/01/2019;Active;;Bachelor;Medan;Rp7.651.796,00;Rp5 jt - Rp10 jt;Rp8.511.698,00;2,59;56;89,97;7,4;1
EMP001868;Employee_1868;Male;31;Operations;Operations Staff;28/08/2024;Active;;Master;Bandung;Rp23.312.812,00;Rp15 jt - Rp25 jt;Rp6.135.725,00;4,17;55;84,93;1,8;5
EMP001869;Employee_1869;Male;49;HR;HR Staff;18/02/2020;Active;;Diploma;Medan;Rp8.423.283,00;Rp5 jt - Rp10 jt;Rp5.903.585,00;3,19;52;85,22;6,3;3
EMP001870;Employee_1870;Female;38;Marketing;SEO Specialist;07/07/2018;Resigned;14/05/2022;Bachelor;Yogyakarta;Rp10.158.688,00;Rp10 jt - Rp15 jt;Rp8.376.199,00;2,84;55;89,71;3,9;1
EMP001871;Employee_1871;Female;49;Operations;Operations Manager;21/11/2019;Active;;High School;Yogyakarta;Rp21.591.575,00;Rp15 jt - Rp25 jt;Rp8.497.361,00;4,16;32;76,08;6,6;1
EMP001872;Employee_1872;Male;53;Logistics;Supply Chain Analyst;21/09/2018;Active;;High School;Medan;Rp17.277.962,00;Rp15 jt - Rp25 jt;Rp7.052.129,00;2,5;53;89,13;7,7;2
EMP001873;Employee_1873;Male;25;Logistics;Warehouse Staff;21/06/2024;Active;;Master;Jakarta;Rp31.666.040,00;>Rp25 jt;Rp4.731.305,00;4,46;58;81,39;2;4
EMP001874;Employee_1874;Female;33;IT;Software Engineer;28/03/2021;Active;;High School;Semarang;Rp25.673.182,00;>Rp25 jt;Rp7.396.933,00;4,35;56;75,3;5,2;2
EMP001875;Employee_1875;Female;57;Finance;Financial Analyst;15/06/2025;Active;;Diploma;Surabaya;Rp31.605.136,00;>Rp25 jt;Rp9.944.018,00;3,76;31;91,76;1;3
EMP001876;Employee_1876;Female;50;Finance;Accountant;15/06/2022;Active;;Bachelor;Jakarta;Rp7.644.585,00;Rp5 jt - Rp10 jt;Rp9.406.643,00;2,79;53;77,52;4;3
EMP001877;Employee_1877;Male;33;Operations;Operations Manager;10/06/2022;Active;;Diploma;Bandung;Rp25.250.443,00;>Rp25 jt;Rp3.063.240,00;4,59;10;78,14;4;4
EMP001878;Employee_1878;Male;31;Marketing;SEO Specialist;09/05/2023;Active;;Master;Bandung;Rp22.018.504,00;Rp15 jt - Rp25 jt;Rp713.917,00;2,73;22;85,51;3,1;1
EMP001879;Employee_1879;Male;51;Sales;Sales Manager;24/03/2023;Active;;Bachelor;Yogyakarta;Rp4.082.295,00;<Rp5 jt;Rp5.696.030,00;2,62;44;92,66;3,2;1
EMP001880;Employee_1880;Male;54;Logistics;Warehouse Staff;14/06/2023;Active;;Bachelor;Jakarta;Rp25.864.886,00;>Rp25 jt;Rp7.542.428,00;3,37;29;84,91;3;1
EMP001881;Employee_1881;Female;43;Operations;Operations Manager;04/09/2018;Active;;Bachelor;Bandung;Rp27.560.631,00;>Rp25 jt;Rp7.864.410,00;2,54;50;87,96;7,8;2
EMP001882;Employee_1882;Female;52;Customer Service;Customer Support;14/07/2020;Active;;Master;Semarang;Rp11.227.764,00;Rp10 jt - Rp15 jt;Rp8.371.923,00;3,76;27;91,65;5,9;5
EMP001883;Employee_1883;Male;39;IT;Software Engineer;29/04/2022;Resigned;Missing Resignation Date;High School;Surabaya;Rp10.815.037,00;Rp10 jt - Rp15 jt;Rp1.104.712,00;4,02;10;90,79;4,1;3
EMP001884;Employee_1884;Female;30;Operations;Operations Manager;21/04/2025;Active;;High School;Surabaya;Rp21.074.739,00;Rp15 jt - Rp25 jt;Rp1.806.596,00;2,99;39;90,22;1,2;1
EMP001885;Employee_1885;Female;41;Customer Service;Customer Support;12/07/2018;Active;;Diploma;Medan;Rp21.632.489,00;Rp15 jt - Rp25 jt;Rp9.491.226,00;4,63;12;94,24;7,9;4
EMP001886;Employee_1886;Male;29;Operations;Operations Manager;02/01/2023;Active;;Master;Semarang;Rp34.372.692,00;>Rp25 jt;Rp6.684.270,00;4,12;57;86,07;3,5;3
EMP001887;Employee_1887;Male;37;Logistics;Warehouse Staff;19/10/2020;Active;;Master;Medan;Rp34.269.324,00;>Rp25 jt;Rp7.779.446,00;2,81;44;70,99;5,7;5
EMP001888;Employee_1888;Female;39;Logistics;Warehouse Staff;23/04/2024;Active;;Diploma;Semarang;Rp25.068.165,00;>Rp25 jt;Rp4.656.454,00;2,62;59;87,56;2,2;2
EMP001889;Employee_1889;Female;31;Finance;Accountant;09/04/2021;Active;;Diploma;Bandung;Rp15.560.475,00;Rp15 jt - Rp25 jt;Rp5.660.880,00;2,96;12;82,52;5,2;4
EMP001890;Employee_1890;Male;55;IT;System Admin;27/07/2023;Resigned;Missing Resignation Date;Diploma;Surabaya;Rp24.637.056,00;Rp15 jt - Rp25 jt;Rp165.712,00;3,08;42;73,33;2,9;4
EMP001891;Employee_1891;Female;24;Logistics;Supply Chain Analyst;31/10/2024;Active;;Bachelor;Jakarta;Rp5.418.788,00;Rp5 jt - Rp10 jt;Rp2.039.877,00;3,2;8;93,08;1,6;5
EMP001892;Employee_1892;Female;52;Marketing;SEO Specialist;04/01/2021;Active;;Bachelor;Yogyakarta;Rp32.999.875,00;>Rp25 jt;Rp5.094.072,00;2,62;24;81,27;5,5;3
EMP001893;Employee_1893;Female;29;Customer Service;Customer Support;20/11/2021;Active;;Diploma;Jakarta;Rp22.530.439,00;Rp15 jt - Rp25 jt;Rp6.127.261,00;3,41;38;0;4,6;1
EMP001894;Employee_1894;Female;51;Customer Service;Customer Support;07/07/2022;Active;;High School;Jakarta;Rp21.194.029,00;Rp15 jt - Rp25 jt;Rp824.897,00;4,06;38;70,89;4;4
EMP001895;Employee_1895;Female;39;HR;HR Manager;15/01/2025;Active;;Diploma;Jakarta;Rp32.634.858,00;>Rp25 jt;Rp2.048.788,00;4,54;55;84,54;1,4;5
EMP001896;Employee_1896;Male;40;Sales;Sales Executive;28/10/2023;Active;;High School;Yogyakarta;Rp8.047.691,00;Rp5 jt - Rp10 jt;Rp9.841.769,00;3,86;30;92,54;2,6;2
EMP001897;Employee_1897;Male;29;IT;System Admin;02/05/2021;Active;;High School;Medan;Rp33.180.083,00;>Rp25 jt;Rp9.401.092,00;3,08;11;90,04;5,1;3
EMP001898;Employee_1898;Male;57;HR;HR Staff;07/03/2024;Active;;Diploma;Yogyakarta;Rp18.272.466,00;Rp15 jt - Rp25 jt;Rp7.642.613,00;3,68;58;76,49;2,3;5
EMP001899;Employee_1899;Male;28;Sales;Sales Executive;04/10/2021;Active;;High School;Bandung;Rp27.620.464,00;>Rp25 jt;Rp2.881.248,00;4,52;21;89,76;4,7;1
EMP001900;Employee_1900;Male;27;Finance;Financial Analyst;26/02/2019;Active;;Master;Semarang;Rp19.287.409,00;Rp15 jt - Rp25 jt;Rp6.322.294,00;3,41;10;73,81;7,3;2
EMP001901;Employee_1901;Female;33;HR;Recruiter;18/01/2023;Active;;High School;Medan;Rp16.793.704,00;Rp15 jt - Rp25 jt;Rp3.141.176,00;4,96;23;94,27;3,4;2
EMP001902;Employee_1902;Female;31;Operations;HR Manager;20/01/2020;Active;;Diploma;Surabaya;Rp29.207.054,00;>Rp25 jt;Rp6.872.092,00;3,23;60;92,6;6,4;5
EMP001903;Employee_1903;Male;39;IT;System Admin;13/01/2023;Active;;High School;Jakarta;Rp21.604.370,00;Rp15 jt - Rp25 jt;Rp7.785.362,00;3,48;18;88,02;3,4;2
EMP001904;Employee_1904;Female;25;Customer Service;Customer Support;06/09/2021;Active;;Bachelor;Semarang;Rp14.557.559,00;Rp10 jt - Rp15 jt;Rp1.931.466,00;2,78;30;97,52;4,8;4
EMP001905;Employee_1905;Female;42;Sales;Sales Executive;23/07/2019;Active;;Master;Medan;Rp33.445.640,00;>Rp25 jt;Rp6.559.941,00;0;25;0;6,9;4
EMP001906;Employee_1906;Female;49;HR;HR Manager;15/04/2021;Resigned;05/07/2022;High School;Medan;Rp13.916.404,00;Rp10 jt - Rp15 jt;Rp3.777.897,00;2,58;4;82,17;1,2;5
EMP001907;Employee_1907;Female;37;Finance;Financial Analyst;25/11/2019;Active;;High School;Semarang;Rp33.238.066,00;>Rp25 jt;Rp9.872.362,00;2,55;26;87,76;6,6;2
EMP001908;Employee_1908;Female;41;HR;Recruiter;27/12/2019;Resigned;13/01/2023;Bachelor;Surabaya;Rp15.168.614,00;Rp15 jt - Rp25 jt;Rp7.395.321,00;2,62;44;76,39;3;2
EMP001909;Employee_1909;Female;22;IT;Software Engineer;22/01/2018;Resigned;11/01/2023;High School;Yogyakarta;Rp23.920.977,00;Rp15 jt - Rp25 jt;Rp1.987.167,00;3,66;33;83,94;5;1
EMP001910;Employee_1910;Male;22;Sales;Sales Executive;24/02/2021;Active;;Master;Surabaya;Rp5.276.141,00;Rp5 jt - Rp10 jt;Rp9.973.678,00;3,55;20;85,93;5,3;3
EMP001911;Employee_1911;Female;29;Sales;Sales Manager;01/10/2020;Active;;Diploma;Medan;Rp4.596.274,00;<Rp5 jt;Rp3.169.010,00;3,55;5;97,7;5,7;3
EMP001912;Employee_1912;Male;46;Sales;Sales Manager;12/10/2025;Active;;Master;Surabaya;Rp12.466.383,00;Rp10 jt - Rp15 jt;Rp2.718.243,00;3,46;4;92,31;0,7;2
EMP001913;Employee_1913;Female;30;Marketing;SEO Specialist;23/10/2018;Active;;Bachelor;Medan;Rp29.759.223,00;>Rp25 jt;Rp7.655.610,00;3,5;36;96,68;7,7;4
EMP001914;Employee_1914;Female;37;Marketing;Marketing Executive;21/04/2022;Active;;Bachelor;Yogyakarta;Rp13.336.271,00;Rp10 jt - Rp15 jt;Rp9.493.565,00;2,76;13;74,64;4,2;1
EMP001915;Employee_1915;Female;38;Logistics;Warehouse Staff;21/09/2020;Active;;Diploma;Surabaya;Rp17.749.566,00;Rp15 jt - Rp25 jt;Rp6.003.387,00;4,64;40;89,36;5,7;1
