Employee ID,Employee Name,Gender,Age,Department,Job Role,Hire Date,Employment Status,Resignation Date,Education Level,Region,Monthly Salary,Bonus,Performance Score,Overtime Hours,Attendance Rate (%),Years at Company,Job Satisfaction
EMP001569,Employee_1569,Female,22,Sales,Sales Executive,2019-01-06,Active,,Master,Bandung,9195359,2330179,3.55,4,84.43,7.51813826146475,3
EMP001570,Employee_1570,Female,33,Customer Service,Customer Support,2020-11-21,Resigned,2022-11-05,Bachelor,Bandung,6867258,8230929,4.12,52,71.64,1.9548254620123204,4
EMP001571,Employee_1571,Male,48,Finance,Financial Analyst,2022-06-30,Active,,Bachelor,Semarang,29898195,4585625,2.76,59,70.54,4.03832991101985,2
EMP001572,Employee_1572,Male,51,Customer Service,Customer Support,2018-11-08,Active,,High School,Yogyakarta,15024275,4715881,4.71,33,96.32,7.6796714579055445,1
EMP001573,Employee_1573,Female,22,Finance,Financial Analyst,2025-11-05,Active,,Bachelor,Semarang,7440811,2469220,2.66,42,83.37,0.6872005475701575,4
EMP001574,Employee_1574,Female,31,Operations,Operations Manager,2023-03-01,Resigned,,High School,Semarang,30744307,3104154,3.37,57,73.81,3.370294318959617,2
EMP001575,Employee_1575,Male,34,HR,HR Staff,2023-03-26,Active,,Master,Semarang,6748676,5635285,2.59,43,75.16,3.3018480492813143,4
EMP001576,Employee_1576,Female,53,Operations,Operations Manager,2022-02-03,Active,,Master,Medan,6528131,3046558,4.64,41,91.74,4.440793976728268,3
EMP001577,Employee_1577,Female,44,Marketing,Marketing Executive,2022-11-26,Active,,Bachelor,Surabaya,10602955,6265240,3.19,23,94.67,3.6303901437371664,4
EMP001578,Employee_1578,Female,57,Marketing,Marketing Executive,2021-12-19,Active,,Bachelor,Medan,11275701,8590279,3.44,32,84.97,4.566735112936345,4
EMP001579,Employee_1579,Female,41,Marketing,SEO Specialist,2021-03-06,Active,,Diploma,Yogyakarta,24881574,7614714,4.28,17,78.78,5.3552361396303905,5
EMP001580,Employee_1580,Male,39,Customer Service,Customer Support,2020-11-19,Active,,High School,Surabaya,17087745,632557,4.97,18,89.21,5.648186173853525,5
EMP001581,Employee_1581,Female,21,Marketing,Marketing Executive,2022-04-14,Active,,High School,Surabaya,15759652,3649608,2.69,24,76.99,4.249144421629021,2
EMP001582,Employee_1582,Female,44,Marketing,Marketing Executive,2023-07-31,Active,,Master,Medan,34306799,5343381,2.82,13,84.95,2.954140999315537,1
EMP001583,Employee_1583,Female,21,Operations,Warehouse Staff,2024-07-26,Active,,Diploma,Medan,8836431,4006618,4.31,9,85.01,1.9657768651608487,4
EMP001584,Employee_1584,Female,43,Sales,Sales Manager,2020-06-21,Resigned,,Bachelor,Yogyakarta,21542200,2487132,3.74,13,77.69,6.061601642710472,1
EMP001585,Employee_1585,Male,40,Operations,Operations Staff,2024-04-14,Active,,High School,Medan,16347203,7311535,2.91,0,83.4,2.2477754962354553,5
EMP001586,Employee_1586,Male,23,Customer Service,Call Center,2023-02-06,Active,,High School,Surabaya,23665339,8880638,4.7,15,73.21,3.433264887063655,1
EMP001587,Employee_1587,Male,57,Customer Service,Call Center,2025-12-17,Active,,Bachelor,Surabaya,22069842,5694854,4.01,41,94.24,0.5722108145106092,5
EMP001588,Employee_1588,Male,50,HR,Recruiter,2023-08-09,Active,,Bachelor,Bandung,19782015,1976360,2.58,46,70.72,2.9295003422313486,1
EMP001589,Employee_1589,Male,26,Customer Service,Call Center,2018-12-21,Active,,High School,Jakarta,19793083,824396,2.58,38,83.83,7.561943874058864,5
EMP001590,Employee_1590,Male,25,Sales,Sales Executive,2018-01-27,Active,,High School,Surabaya,30206556,6393766,4.43,2,90.33,8.459958932238193,2
EMP001591,Employee_1591,Female,37,Operations,Operations Manager,2024-10-01,Active,,Bachelor,Jakarta,28399950,4788485,3.36,54,78.98,1.782340862422998,5
EMP001592,Employee_1592,Female,54,Operations,Operations Manager,2024-02-19,Resigned,,Bachelor,Bandung,8272763,946337,2.84,52,93.84,2.3983572895277208,3
EMP001593,Employee_1593,Male,25,Customer Service,Call Center,2022-10-18,Active,,High School,Semarang,23812936,3948450,3.43,41,84.3,3.7371663244353184,1
EMP001594,Employee_1594,Male,56,Logistics,Warehouse Staff,2024-04-15,Active,,Bachelor,Semarang,15738273,6743498,4.23,21,72.46,2.245037645448323,3
EMP001595,Employee_1595,Female,49,Customer Service,Call Center,2021-04-15,Active,,Bachelor,Medan,26019713,5352983,2.8,11,80.48,5.245722108145106,1
EMP001596,Employee_1596,Female,28,HR,Recruiter,2018-11-07,Active,,Bachelor,Yogyakarta,28367820,259952,4.26,10,92.1,7.682409308692677,4
EMP001597,Employee_1597,Female,29,Finance,Accountant,2022-01-07,Active,,Bachelor,Yogyakarta,29032198,2239947,3.97,27,77.09,4.514715947980835,3
EMP001598,Employee_1598,Male,46,Operations,Operations Staff,2025-09-05,Active,,Master,Jakarta,30888595,767250,3.11,38,75.91,0.8542094455852156,3
EMP001599,Employee_1599,Male,45,Customer Service,Call Center,2023-08-27,Active,,Master,Surabaya,15093999,9397626,4.45,3,88.87,2.8802190280629705,3
EMP001600,Employee_1600,Male,57,Marketing,Marketing Executive,2024-11-16,Active,,High School,Bandung,18488727,3397476,4.99,58,80.03,1.6563997262149213,3
EMP001601,Employee_1601,Female,43,HR,HR Manager,2018-07-07,Active,,Diploma,Yogyakarta,17740548,765605,3.77,29,98.28,8.019164955509925,2
EMP001602,Employee_1602,Female,49,HR,HR Staff,2023-06-05,Active,,Diploma,Yogyakarta,27231576,7022567,2.89,41,85.0,3.1074606433949348,4
EMP001603,Employee_1603,Female,40,Sales,Sales Executive,2025-07-08,Active,,High School,Bandung,28040594,7861434,2.87,60,85.13,1.0157426420260096,5
EMP001604,Employee_1604,Female,53,Operations,Operations Manager,2019-11-06,Active,,Diploma,Surabaya,5552302,3675909,3.86,39,99.64,6.685831622176591,4
EMP001605,Employee_1605,Female,23,IT,Software Engineer,2025-09-16,Active,,Bachelor,Semarang,14007731,1325498,4.71,38,73.79,0.8240930869267625,1
EMP001606,Employee_1606,Male,42,Customer Service,Customer Support,2020-01-30,Resigned,,Bachelor,Surabaya,27764552,9509667,4.87,7,76.34,6.453114305270363,4
EMP001607,Employee_1607,Male,44,Operations,Operations Manager,2018-12-17,Active,,Diploma,Yogyakarta,13512585,240989,3.27,12,89.71,7.572895277207392,1
EMP001608,Employee_1608,Female,37,Marketing,Marketing Executive,2023-01-31,Active,,Bachelor,Yogyakarta,6511322,997699,3.5,17,90.31,3.4496919917864477,5
EMP001609,Employee_1609,Male,29,IT,Software Engineer,2023-05-25,Active,,High School,Yogyakarta,13232640,6770470,3.98,16,77.8,3.137577002053388,5
EMP001610,Employee_1610,Male,56,HR,HR Staff,2023-09-13,Resigned,,High School,Surabaya,5952229,6855444,4.43,38,75.96,2.833675564681725,3
EMP001611,Employee_1611,Male,54,Sales,Sales Manager,2023-03-03,Active,,High School,Bandung,21493712,7528494,4.78,48,87.14,3.3648186173853527,1
EMP001612,Employee_1612,Male,53,Operations,Operations Manager,2018-03-08,Active,,High School,Yogyakarta,13802695,5843172,3.74,1,82.55,8.350444900752908,3
EMP001613,Employee_1613,Female,57,HR,Recruiter,2021-01-02,Active,,Bachelor,Yogyakarta,15576248,7016191,2.62,59,85.13,5.5277207392197125,4
EMP001614,Employee_1614,Male,56,IT,Software Engineer,2022-02-23,Active,,Master,Bandung,17657618,6438671,3.21,36,87.89,4.386036960985626,2
EMP001615,Employee_1615,Female,55,Operations,Operations Staff,2022-03-29,Active,,Diploma,Medan,29724817,6745736,3.12,23,73.12,4.292950034223135,2
EMP001616,Employee_1616,Female,57,IT,Software Engineer,2021-09-10,Active,,Master,Medan,13411993,2067306,2.95,25,78.14,4.8405201916495555,4
EMP001617,Employee_1617,Female,56,Sales,Sales Manager,2024-05-01,Active,,Diploma,Bandung,30842430,9670483,3.76,28,71.34,2.2012320328542097,5
EMP001618,Employee_1618,Male,56,Logistics,Supply Chain Analyst,2020-10-02,Active,,Bachelor,Yogyakarta,7325138,7664481,2.85,14,76.06,5.779603011635865,2
EMP001619,Employee_1619,Female,32,Logistics,Warehouse Staff,2024-11-27,Active,,Bachelor,Bandung,24455433,828366,4.55,0,78.16,1.626283367556468,3
EMP001620,Employee_1620,Female,58,HR,HR Manager,2025-05-29,Active,,Master,Semarang,4611753,5757075,4.62,34,85.13,1.1252566735112937,1
EMP001621,Employee_1621,Female,55,HR,Recruiter,2021-06-11,Active,,Master,Bandung,12028823,5406363,3.88,45,85.13,5.089664613278576,1
EMP001622,Employee_1622,Female,25,Customer Service,Call Center,2025-01-26,Active,,Master,Bandung,28706162,9534530,3.02,34,80.97,1.462012320328542,4
EMP001623,Employee_1623,Male,57,Customer Service,Call Center,2024-05-24,Active,,Master,Yogyakarta,30709203,1020640,3.91,52,89.46,2.138261464750171,3
EMP001624,Employee_1624,Male,36,Operations,Operations Manager,2019-11-26,Active,,Diploma,Yogyakarta,7457102,5456874,4.55,18,94.87,6.631074606433949,2
EMP001625,Employee_1625,Female,48,HR,Recruiter,2023-01-17,Active,,Diploma,Bandung,8698617,8683284,4.96,40,94.84,3.488021902806297,2
EMP001626,Employee_1626,Female,31,Marketing,SEO Specialist,2018-04-23,Active,,Master,Surabaya,22108630,8136703,2.51,32,84.58,8.224503764544833,1
EMP001627,Employee_1627,Female,41,IT,Software Engineer,2021-03-21,Active,,Master,Medan,6043739,7977200,3.05,55,96.71,5.314168377823409,2
EMP001628,Employee_1628,Female,51,IT,Software Engineer,2022-02-14,Resigned,,High School,Semarang,25659711,9380366,2.65,26,81.41,4.4106776180698155,5
EMP001629,Employee_1629,Male,29,Finance,Accountant,2019-08-11,Active,,Master,Bandung,20017335,2732182,3.74,44,91.61,6.924024640657084,4
EMP001630,Employee_1630,Female,53,Customer Service,Customer Support,2023-08-08,Active,,Diploma,Jakarta,26736391,3429430,4.3,14,84.89,2.9322381930184807,4
EMP001631,Employee_1631,Male,24,Sales,Sales Manager,2021-03-28,Active,,High School,Semarang,15643936,3293954,4.72,32,87.96,5.295003422313484,4
EMP001632,Employee_1632,Male,25,Marketing,SEO Specialist,2024-05-12,Active,,Bachelor,Bandung,13186142,9411515,4.86,34,96.14,2.1711156741957565,5
EMP001633,Employee_1633,Female,34,Operations,Operations Manager,2019-08-16,Active,,Diploma,Semarang,15545755,7940105,4.79,47,71.93,6.910335386721424,2
EMP001634,Employee_1634,Male,56,HR,HR Staff,2025-11-20,Active,,High School,Semarang,11426259,8455921,4.5,48,94.02,0.6461327857631759,4
EMP001635,Employee_1635,Male,31,Logistics,Supply Chain Analyst,2022-03-21,Active,,Master,Yogyakarta,13667614,3612438,4.28,44,97.78,4.314852840520191,3
EMP001636,Employee_1636,Female,54,Operations,Operations Staff,2024-07-20,Active,,Bachelor,Semarang,7752577,9339742,3.72,24,80.37,1.9822039698836413,2
EMP001637,Employee_1637,Male,34,Sales,Sales Manager,2020-01-18,Resigned,,Bachelor,Yogyakarta,11548135,1712105,2.61,26,87.83,6.485968514715948,1
EMP001638,Employee_1638,Female,45,Operations,Operations Staff,2018-10-04,Active,,High School,Jakarta,8743653,6980226,4.93,44,87.75,7.775496235455168,4
EMP001639,Employee_1639,Female,29,HR,Recruiter,2025-10-09,Resigned,2026-03-03,Master,Jakarta,13376506,5238114,4.39,42,78.08,0.39698836413415467,4
EMP001640,Employee_1640,Male,39,IT,Data Analyst,2023-04-30,Active,,Diploma,Yogyakarta,27713919,6645881,4.35,28,85.26,3.2060232717316905,2
EMP001641,Employee_1641,Female,32,Finance,Accountant,2018-12-28,Active,,Diploma,Medan,31286359,8856774,4.42,22,72.73,7.542778918548939,2
EMP001642,Employee_1642,Male,49,Logistics,Warehouse Staff,2023-09-17,Active,,Bachelor,Yogyakarta,13185106,1132188,3.34,7,89.23,2.8227241615331966,4
EMP001643,Employee_1643,Female,22,HR,Recruiter,2019-01-02,Active,,Bachelor,Jakarta,17164872,2142685,2.82,29,72.8,7.529089664613279,3
EMP001644,Employee_1644,Female,47,HR,Recruiter,2019-04-14,Active,,Bachelor,Medan,18338623,7041756,2.85,37,90.61,7.2498288843258045,3
EMP001645,Employee_1645,Female,57,Sales,Sales Manager,2021-12-02,Active,,Diploma,Medan,20451925,3741351,2.87,26,83.76,4.61327857631759,3
EMP001646,Employee_1646,Male,55,Customer Service,Customer Support,2023-05-29,Active,,Bachelor,Jakarta,17138063,2392880,4.58,58,71.28,3.1266255989048597,3
EMP001647,Employee_1647,Female,37,Sales,Sales Executive,2025-02-13,Active,,High School,Yogyakarta,21460922,1838401,4.4,22,84.92,1.4127310061601643,2
EMP001648,Employee_1648,Female,53,Logistics,Supply Chain Analyst,2021-04-12,Active,,Bachelor,Jakarta,4637684,84085,3.54,0,95.55,5.253935660506502,4
EMP001649,Employee_1649,Male,40,IT,System Admin,2025-08-30,Resigned,2026-07-14,Diploma,Medan,26676695,9967493,4.12,42,82.18,0.8706365503080082,2
EMP001650,Employee_1650,Male,23,Sales,Sales Manager,2019-06-12,Active,,High School,Surabaya,21649086,4761771,4.09,57,94.34,7.08829568788501,2
EMP001651,Employee_1651,Male,35,Operations,Operations Manager,2020-07-25,Active,,Master,Jakarta,21040682,8917504,4.7,44,85.13,5.968514715947981,5
EMP001652,Employee_1652,Female,44,IT,System Admin,2025-10-05,Active,,High School,Yogyakarta,19579978,4775178,3.47,22,73.25,0.7720739219712526,5
EMP001653,Employee_1653,Male,45,Customer Service,Call Center,2025-04-29,Active,,Bachelor,Yogyakarta,33295121,2091661,3.97,9,95.12,1.2073921971252566,1
EMP001654,Employee_1654,Male,24,Customer Service,Customer Support,2021-02-24,Active,,Diploma,Surabaya,7334153,4998699,3.23,49,73.52,5.382614647501711,1
EMP001655,Employee_1655,Female,32,Logistics,Warehouse Staff,2023-01-23,Active,,Master,Medan,9562047,4025135,4.93,30,92.78,3.4715947980835042,4
EMP001656,Employee_1656,Male,45,Customer Service,Call Center,2023-10-26,Active,,Master,Bandung,28899919,3761001,3.11,30,74.8,2.7159479808350446,5
EMP001657,Employee_1657,Male,42,Marketing,Marketing Executive,2020-01-18,Active,,Diploma,Yogyakarta,14410712,427608,2.84,21,81.49,6.485968514715948,4
EMP001658,Employee_1658,Male,32,HR,HR Manager,2020-03-12,Active,,High School,Yogyakarta,12831914,8323668,3.38,41,85.19,6.338124572210814,2
EMP001659,Employee_1659,Female,42,Finance,Accountant,2018-07-22,Active,,High School,Medan,21910127,6231514,4.31,19,95.32,7.9780971937029435,4
EMP001660,Employee_1660,Male,52,Sales,Sales Executive,2019-11-23,Active,,High School,Yogyakarta,31159426,2612497,4.48,25,79.92,6.639288158795345,4
EMP001661,Employee_1661,Female,27,Customer Service,Call Center,2019-07-02,Active,,Diploma,Medan,25628936,999701,3.29,23,89.04,7.0335386721423685,3
EMP001662,Employee_1662,Male,33,Logistics,Supply Chain Analyst,2022-05-02,Active,,High School,Jakarta,20993246,4785474,4.62,13,73.37,4.199863107460644,3
EMP001663,Employee_1663,Female,28,IT,System Admin,2022-02-23,Active,,High School,Surabaya,23353932,5330274,4.36,12,84.05,4.386036960985626,2
EMP001664,Employee_1664,Female,56,Finance,Financial Analyst,2025-06-12,Active,,High School,Semarang,32244064,1751986,2.91,5,87.68,1.0869267624914443,4
EMP001665,Employee_1665,Female,52,Operations,Operations Manager,2023-10-25,Active,,Master,Bandung,24090532,6938774,3.57,60,71.2,2.7186858316221767,4
EMP001666,Employee_1666,Female,54,Operations,Marketing Executive,2021-01-24,Active,,Diploma,Bandung,4991301,9181628,2.86,41,97.66,5.467488021902806,5
EMP001667,Employee_1667,Female,48,IT,System Admin,2018-08-08,Active,,High School,Jakarta,25939540,2678453,3.22,4,71.0,7.931553730321697,2
EMP001668,Employee_1668,Female,22,Sales,Sales Manager,2022-10-31,Active,,Bachelor,Yogyakarta,29355332,8944685,3.71,28,75.78,3.701574264202601,5
EMP001669,Employee_1669,Female,34,Sales,Sales Manager,2021-03-20,Active,,Master,Medan,24384829,5826347,4.12,43,94.02,5.316906228610541,4
EMP001670,Employee_1670,Female,35,Marketing,SEO Specialist,2024-05-17,Active,,Master,Jakarta,13342948,6222840,2.91,23,88.16,2.1574264202600957,1
EMP001671,Employee_1671,Female,26,Operations,Operations Staff,2019-11-27,Active,,High School,Semarang,12768857,7515653,3.55,59,77.07,6.628336755646817,1
EMP001672,Employee_1672,Female,52,Finance,Accountant,2023-03-10,Active,,High School,Semarang,4070801,890601,3.51,19,87.6,3.345653661875428,5
EMP001673,Employee_1673,Female,41,Operations,Operations Staff,2025-12-15,Active,,Bachelor,Jakarta,25272243,94157,3.93,48,96.54,0.5776865160848734,1
EMP001674,Employee_1674,Male,47,HR,HR Manager,2024-09-21,Active,,Bachelor,Yogyakarta,32383748,139605,2.97,7,89.79,1.809719370294319,4
EMP001675,Employee_1675,Female,40,IT,Data Analyst,2021-03-25,Active,,Diploma,Semarang,18775921,5542656,3.74,17,96.99,5.30321697467488,5
EMP001676,Employee_1676,Male,47,HR,Recruiter,2018-02-03,Active,,Diploma,Yogyakarta,26384255,5903106,3.26,37,88.36,8.44079397672827,2
EMP001677,Employee_1677,Male,51,Logistics,Supply Chain Analyst,2018-03-17,Active,,High School,Jakarta,23749179,6249753,2.94,41,86.52,8.32580424366872,2
EMP001678,Employee_1678,Male,52,Operations,Operations Staff,2021-03-12,Resigned,2022-11-07,Bachelor,Medan,12284692,2240603,3.67,7,76.04,1.6563997262149213,5
EMP001679,Employee_1679,Female,35,Customer Service,Call Center,2019-11-10,Active,,Bachelor,Medan,16984030,4423878,2.78,49,98.58,6.674880219028063,4
EMP001680,Employee_1680,Male,54,Marketing,Marketing Executive,2025-10-17,Resigned,,High School,Surabaya,27202199,3985984,4.04,10,93.29,0.7392197125256673,1
EMP001681,Employee_1681,Female,43,IT,System Admin,2018-12-22,Active,,Bachelor,Medan,17280384,4371294,3.31,36,70.69,7.559206023271732,2
EMP001682,Employee_1682,Female,30,Sales,Sales Executive,2018-10-29,Active,,Diploma,Bandung,34875817,8495076,4.83,15,91.53,7.707049965776865,3
EMP001683,Employee_1683,Male,50,Customer Service,Call Center,2020-08-26,Active,,Bachelor,Semarang,13133437,2775483,4.66,39,95.67,5.880903490759754,1
EMP001684,Employee_1684,Female,49,HR,HR Staff,2020-04-22,Active,,High School,Surabaya,29913201,575980,4.55,8,77.42,6.225872689938399,4
EMP001685,Employee_1685,Male,31,Finance,Financial Analyst,2018-09-15,Active,,Bachelor,Surabaya,6323787,8217481,4.79,3,83.12,7.827515400410678,5
EMP001686,Employee_1686,Male,30,IT,Data Analyst,2025-08-14,Active,,Master,Jakarta,29319544,6310303,3.62,52,91.53,0.9144421629021219,3
EMP001687,Employee_1687,Female,33,Operations,Operations Manager,2018-02-16,Resigned,2018-04-07,Bachelor,Bandung,9965565,1124539,4.52,17,78.02,0.13689253935660506,3
EMP001688,Employee_1688,Female,48,Sales,Sales Manager,2020-11-25,Resigned,,Bachelor,Medan,4741471,6164824,3.14,41,88.71,5.631759069130732,2
EMP001689,Employee_1689,Female,31,Sales,Sales Executive,2020-09-14,Active,,Bachelor,Medan,11636898,4804856,3.19,13,73.67,5.8288843258042435,1
EMP001690,Employee_1690,Female,38,Marketing,SEO Specialist,2023-05-06,Resigned,,Bachelor,Jakarta,34671289,6204140,3.58,38,95.47,3.189596167008898,4
EMP001691,Employee_1691,Male,48,Marketing,Marketing Executive,2018-04-15,Active,,Diploma,Medan,4588316,3131989,3.79,9,88.2,8.24640657084189,1
EMP001692,Employee_1692,Female,31,Sales,Sales Manager,2024-03-04,Resigned,,High School,Medan,12242207,5857903,4.93,57,99.94,2.3600273785078714,3
EMP001693,Employee_1693,Male,51,Operations,Operations Staff,2019-09-24,Active,,Master,Semarang,4376898,8327020,3.34,47,73.57,6.803559206023272,5
EMP001694,Employee_1694,Male,34,Finance,Financial Analyst,2019-07-07,Active,,Bachelor,Jakarta,28408544,5890619,2.5,2,75.0,7.019849418206708,1
EMP001695,Employee_1695,Male,30,HR,HR Staff,2020-10-23,Active,,Bachelor,Surabaya,20275877,3822412,3.74,50,86.2,5.722108145106092,4
EMP001696,Employee_1696,Male,24,HR,Recruiter,2021-05-24,Active,,High School,Surabaya,26674710,2908851,3.74,49,83.55,5.138945927446954,2
EMP001697,Employee_1697,Male,36,Operations,Operations Staff,2024-06-20,Active,,High School,Surabaya,4004438,2949748,2.61,36,95.45,2.0643394934976045,4
EMP001698,Employee_1698,Female,23,IT,Software Engineer,2018-03-30,Active,,Master,Surabaya,25425621,4957171,3.16,22,92.76,8.290212183436003,4
EMP001699,Employee_1699,Female,41,Finance,Financial Analyst,2019-06-27,Active,,Master,Surabaya,4663822,4562292,4.87,12,90.86,7.047227926078029,3
EMP001700,Employee_1700,Male,43,Finance,Accountant,2019-03-29,Active,,Master,Semarang,26731766,6148912,3.31,4,77.66,7.293634496919918,4
EMP001701,Employee_1701,Male,33,Marketing,SEO Specialist,2023-11-01,Active,,Bachelor,Yogyakarta,16980263,5540493,3.97,31,71.1,2.6995208761122518,2
EMP001702,Employee_1702,Male,36,Operations,Operations Manager,2023-05-09,Resigned,2026-07-14,Master,Surabaya,22508093,9587179,3.88,50,82.9,3.1813826146475015,5
EMP001703,Employee_1703,Female,52,Marketing,SEO Specialist,2020-10-09,Resigned,2024-04-05,Master,Jakarta,4786733,3844875,4.5,55,98.22,3.488021902806297,2
EMP001704,Employee_1704,Male,45,IT,Software Engineer,2020-07-16,Active,,High School,Bandung,33187918,4976276,2.65,2,96.95,5.993155373032169,1
EMP001705,Employee_1705,Female,26,Customer Service,Call Center,2025-02-09,Active,,Bachelor,Yogyakarta,31003701,65799,3.42,34,90.46,1.4236824093086926,2
EMP001706,Employee_1706,Male,34,IT,System Admin,2024-11-24,Active,,Bachelor,Surabaya,34570400,6596299,4.02,49,73.3,1.6344969199178645,1
EMP001707,Employee_1707,Female,27,Sales,Sales Executive,2024-11-26,Active,,Diploma,Surabaya,8136684,997981,4.75,0,94.52,1.6290212183436004,4
EMP001708,Employee_1708,Female,35,Finance,Financial Analyst,2020-07-02,Active,,Diploma,Surabaya,23800114,5140272,3.21,48,82.45,6.031485284052019,4
EMP001709,Employee_1709,Female,26,Customer Service,Customer Support,2018-04-18,Resigned,,Diploma,Bandung,8440976,664273,3.74,27,98.85,8.238193018480493,1
EMP001710,Employee_1710,Male,35,Logistics,Supply Chain Analyst,2025-01-24,Active,,Bachelor,Jakarta,22826726,8100295,4.53,11,79.93,1.4674880219028064,3
EMP001711,Employee_1711,Female,58,Finance,Accountant,2025-07-29,Active,,Diploma,Yogyakarta,13365902,7110688,3.05,25,97.86,0.9582477754962354,2
EMP001712,Employee_1712,Female,54,Customer Service,Call Center,2020-04-16,Active,,Diploma,Surabaya,23266869,3616969,3.7,11,97.72,6.242299794661191,1
EMP001713,Employee_1713,Female,32,Logistics,Supply Chain Analyst,2023-05-17,Active,,Bachelor,Semarang,10406329,4596454,2.87,10,75.32,3.159479808350445,2
EMP001714,Employee_1714,Male,38,Finance,Financial Analyst,2022-11-26,Active,,Diploma,Semarang,23733397,5561402,4.76,15,89.56,3.6303901437371664,3
EMP001715,Employee_1715,Female,52,HR,HR Staff,2020-04-01,Active,,Diploma,Bandung,26058509,3611113,3.08,53,84.22,6.283367556468172,3
EMP001716,Employee_1716,Female,39,Operations,Operations Manager,2019-11-30,Resigned,,Bachelor,Jakarta,6624185,172499,3.77,1,77.67,6.620123203285421,1
EMP001717,Employee_1717,Female,33,Finance,Accountant,2025-09-18,Active,,High School,Medan,20330264,8805636,3.77,1,84.77,0.8186173853524983,1
EMP001718,Employee_1718,Female,24,IT,System Admin,2019-11-02,Active,,Bachelor,Surabaya,15022190,7465228,3.07,30,99.89,6.69678302532512,4
EMP001719,Employee_1719,Male,52,Finance,Financial Analyst,2025-10-16,Resigned,2026-07-14,Bachelor,Yogyakarta,10267487,9110457,4.23,60,75.46,0.7419575633127995,3
EMP001720,Employee_1720,Female,46,IT,Software Engineer,2021-08-26,Active,,Diploma,Yogyakarta,22329277,1693958,5.0,18,95.54,4.8815879534565365,2
EMP001721,Employee_1721,Male,41,IT,System Admin,2023-10-25,Active,,Master,Surabaya,17811728,2854243,4.0,20,78.97,2.7186858316221767,2
EMP001722,Employee_1722,Female,26,Logistics,Supply Chain Analyst,2022-01-23,Resigned,,Bachelor,Bandung,30641738,8961662,3.38,41,99.77,4.470910335386721,5
EMP001723,Employee_1723,Male,58,HR,HR Staff,2021-05-27,Active,,Bachelor,Bandung,17420071,2543928,4.67,29,95.98,5.130732375085558,4
EMP001724,Employee_1724,Female,27,Operations,Operations Staff,2021-03-17,Active,,Diploma,Medan,20725710,3496942,4.45,32,92.29,5.325119780971937,5
EMP001725,Employee_1725,Female,47,Logistics,Warehouse Staff,2024-12-29,Resigned,,Bachelor,Medan,29088293,8795393,3.01,10,88.16,1.538672142368241,4
EMP001726,Employee_1726,Female,43,Operations,Operations Manager,2022-10-22,Active,,Master,Surabaya,28626090,2758567,3.1,30,85.54,3.7262149212867897,1
EMP001727,Employee_1727,Female,33,Sales,Sales Executive,2019-06-22,Resigned,,Diploma,Medan,23319385,2966455,4.03,46,90.4,7.060917180013689,4
EMP001728,Employee_1728,Male,34,Logistics,Supply Chain Analyst,2024-03-28,Active,,High School,Semarang,20036874,7932378,2.92,35,85.13,2.294318959616701,5
EMP001729,Employee_1729,Female,28,Operations,Operations Staff,2023-02-27,Active,,High School,Medan,13641222,3474881,4.76,26,73.43,3.375770020533881,4
EMP001730,Employee_1730,Female,36,HR,Recruiter,2023-08-07,Active,,Bachelor,Jakarta,17894395,9366297,2.55,33,92.51,2.9349760438056127,4
EMP001731,Employee_1731,Female,24,HR,HR Staff,2025-10-11,Active,,Bachelor,Medan,34047511,3447106,3.83,57,97.05,0.75564681724846,3
EMP001732,Employee_1732,Male,44,IT,Software Engineer,2025-04-16,Resigned,,Master,Bandung,34876318,6826747,3.4,54,87.56,1.242984257357974,2
EMP001733,Employee_1733,Female,40,Marketing,SEO Specialist,2022-08-17,Active,,Diploma,Surabaya,22508827,2735801,4.83,37,81.93,3.9069130732375084,2
EMP001734,Employee_1734,Female,35,Finance,Accountant,2025-03-01,Active,,Diploma,Yogyakarta,22075953,7808740,4.65,44,83.11,1.3689253935660506,1
EMP001735,Employee_1735,Male,38,Marketing,SEO Specialist,2025-04-03,Resigned,,High School,Surabaya,28372039,9516371,4.83,5,80.61,1.2785763175906912,5
EMP001736,Employee_1736,Female,51,Operations,Operations Staff,2022-02-23,Resigned,2026-07-14,Master,Jakarta,29990509,2471175,3.83,24,72.2,4.386036960985626,1
EMP001737,Employee_1737,Female,45,Finance,Financial Analyst,2020-04-10,Active,,High School,Yogyakarta,32150678,2310391,4.37,48,77.31,6.2587268993839835,1
EMP001738,Employee_1738,Male,44,Marketing,Marketing Executive,2019-03-20,Active,,High School,Yogyakarta,30625193,2754907,4.62,15,76.23,7.318275154004107,5
EMP001739,Employee_1739,Male,42,HR,HR Staff,2022-10-18,Active,,Bachelor,Yogyakarta,34830142,130658,3.85,37,83.45,3.7371663244353184,4
EMP001740,Employee_1740,Male,44,HR,Recruiter,2020-05-31,Active,,Bachelor,Jakarta,8782249,1961407,2.81,4,91.09,6.119096509240246,1
EMP001741,Employee_1741,Female,48,Customer Service,Customer Support,2020-08-17,Active,,High School,Surabaya,34150700,4822945,3.6,32,75.01,5.905544147843942,2
EMP001742,Employee_1742,Male,56,Finance,Financial Analyst,2021-07-22,Active,,High School,Jakarta,7775989,7925334,4.78,3,73.62,4.97741273100616,5
EMP001743,Employee_1743,Female,53,Logistics,Warehouse Staff,2025-10-14,Active,,Bachelor,Surabaya,14702401,5244340,4.83,53,87.76,0.7474332648870636,2
